Row,PAamp,PBamp,PCamp,PDamp,PFamp,PAr10,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PAr100,PAf95,PAf90,PAf80,PAf40,PAf20,PBr10,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PBr100,PBf95,PBf90,PBf80,PBf40,PBf20,PCr10,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PCr100,PCf95,PCf90,PCf80,PCf40,PCf20,PDr10,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PDr100,PDf95,PDf90,PDf80,PDf40,PDf20,PFr10,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,PFr100,PFf95,PFf90,PFf80,PFf40,PFf20,y
23607,4.247e-07,4.134e-07,1.723e-07,2.885e-07,1.898e-07,-4.31e-06,0,3.665e-06,7.269e-06,1.116e-05,1.575e-05,2.177e-05,3.114e-05,4.636e-05,5.791e-05,8.644e-05,0.0001124,0.0001233,0.000143,0.0003216,0.0005298,-1.14e-05,-6.4e-06,-1.39e-06,4.433e-06,1.088e-05,1.79e-05,2.579e-05,3.534e-05,4.753e-05,5.752e-05,8.644e-05,0.0001228,0.0001464,0.0001973,0.0004691,0.0007065,4.327e-05,5.84e-05,6.835e-05,7.766e-05,8.914e-05,0.0001025,0.0001192,0.0001329,0.0001562,0.0001919,0.0002128,0.0002865,0.0003197,0.0003863,0.0006554,0.0008941,-5.02e-06,7.557e-07,5.741e-06,1.075e-05,1.609e-05,2.203e-05,2.92e-05,3.854e-05,5.135e-05,6.284e-05,0.0001008,0.00014,0.0001658,0.0002103,0.0004756,0.0007473,2.604e-05,3.639e-05,4.606e-05,5.525e-05,6.485e-05,7.615e-05,8.843e-05,0.000103,0.0001267,0.0001421,0.0001848,0.0002505,0.0002779,0.0003333,0.000598,0.0008754,-41.9
24107,3.7e-07,3.607e-07,1.405e-07,2.461e-07,1.591e-07,-4.21e-06,0,3.57e-06,7.019e-06,1.066e-05,1.481e-05,2.004e-05,2.822e-05,4.197e-05,5.322e-05,7.811e-05,0.0001005,0.000113,0.000134,0.0003209,0.0005126,-1.31e-05,-8.48e-06,-4.06e-06,8.335e-07,6.601e-06,1.323e-05,2.072e-05,2.961e-05,4.162e-05,5.046e-05,7.011e-05,0.0001124,0.0001347,0.0001802,0.000433,0.0006848,4.266e-05,5.374e-05,6.853e-05,7.682e-05,8.927e-05,0.0001049,0.0001183,0.0001405,0.0001729,0.0001954,0.0002245,0.0002519,0.0003085,0.0003641,0.0006162,0.0008935,-9.49e-06,-3.83e-06,1.266e-06,6.287e-06,1.16e-05,1.76e-05,2.498e-05,3.438e-05,4.815e-05,5.918e-05,8.291e-05,0.0001311,0.0001551,0.0001999,0.0004523,0.00073,2.491e-05,3.607e-05,4.569e-05,5.614e-05,6.584e-05,7.639e-05,8.973e-05,0.0001049,0.0001235,0.0001459,0.0001901,0.0002418,0.0002742,0.0003316,0.0005873,0.0008418,-41.9
24824,4.703e-07,4.991e-07,2.142e-07,3.774e-07,2.418e-07,-4.39e-06,0,3.658e-06,7.223e-06,1.104e-05,1.55e-05,2.134e-05,3.018e-05,4.423e-05,5.486e-05,7.987e-05,0.0001098,0.0001214,0.0001423,0.0003138,0.0005205,-8.36e-06,-3.46e-06,1.206e-06,6.202e-06,1.193e-05,1.853e-05,2.607e-05,3.555e-05,4.778e-05,5.622e-05,8.547e-05,0.0001222,0.0001472,0.0002032,0.0004585,0.0007205,4.705e-05,5.863e-05,6.835e-05,7.782e-05,8.624e-05,9.706e-05,0.000117,0.0001356,0.0001574,0.0001796,0.0002358,0.0002713,0.0003133,0.0003865,0.000688,0.0009802,-3.6e-08,5.711e-06,1.046e-05,1.5e-05,1.97e-05,2.487e-05,3.098e-05,3.883e-05,5.022e-05,5.944e-05,9.187e-05,0.0001282,0.0001508,0.0001944,0.0004414,0.0006948,2.789e-05,3.806e-05,4.634e-05,5.425e-05,6.309e-05,7.26e-05,8.513e-05,9.821e-05,0.0001194,0.0001387,0.0001774,0.0002358,0.0002701,0.0003278,0.0005879,0.0008808,-41.9
24920,4.259e-07,4.862e-07,2.085e-07,3.914e-07,2.301e-07,-4.09e-06,0,3.341e-06,6.503e-06,9.778e-06,1.343e-05,1.791e-05,2.414e-05,3.478e-05,4.353e-05,6.85e-05,9.161e-05,0.0001019,0.0001206,0.0002986,0.0005124,-1.03e-05,-5.76e-06,-1.37e-06,3.415e-06,8.765e-06,1.483e-05,2.172e-05,2.992e-05,4.186e-05,5.005e-05,6.85e-05,0.0001216,0.0001506,0.0001974,0.0004383,0.0006914,4.463e-05,5.628e-05,6.631e-05,7.811e-05,8.698e-05,9.902e-05,0.0001141,0.000132,0.0001591,0.0001743,0.0002141,0.0002892,0.0003281,0.0003785,0.000668,0.0009633,-1.7e-06,3.626e-06,8.097e-06,1.236e-05,1.673e-05,2.147e-05,2.694e-05,3.391e-05,4.464e-05,5.284e-05,7.89e-05,0.0001122,0.0001322,0.0001686,0.0004007,0.0006515,2.434e-05,3.484e-05,4.279e-05,5.171e-05,6.059e-05,7.045e-05,8.159e-05,9.701e-05,0.0001161,0.0001346,0.0001877,0.0002299,0.0002635,0.0003178,0.000602,0.0008756,-41.9
25406,4.326e-07,5.078e-07,2.156e-07,4.107e-07,2.4e-07,-3.99e-06,0,3.316e-06,6.469e-06,9.736e-06,1.339e-05,1.787e-05,2.411e-05,3.518e-05,4.404e-05,6.726e-05,8.955e-05,9.99e-05,0.0001177,0.0002872,0.000494,-1e-05,-5.53e-06,-1.36e-06,3.044e-06,7.98e-06,1.386e-05,2.097e-05,2.971e-05,4.1e-05,4.881e-05,7.126e-05,0.0001137,0.0001385,0.0001837,0.0004238,0.0006688,4.195e-05,5.37e-05,6.447e-05,7.636e-05,8.769e-05,0.0001019,0.0001127,0.0001301,0.0001563,0.0001773,0.0002056,0.0002709,0.0003123,0.0003679,0.0006548,0.0009336,-1.28e-06,3.923e-06,8.233e-06,1.23e-05,1.644e-05,2.097e-05,2.628e-05,3.303e-05,4.311e-05,5.13e-05,7.206e-05,0.0001067,0.0001264,0.000162,0.0003846,0.0006312,2.541e-05,3.387e-05,4.223e-05,5.02e-05,5.903e-05,6.946e-05,8.1e-05,9.328e-05,0.0001123,0.0001338,0.0001672,0.0002226,0.0002607,0.000316,0.0005886,0.0008411,-41.9
25481,3.516e-07,3.215e-07,1.278e-07,2.252e-07,1.483e-07,-4.16e-06,0,3.519e-06,6.936e-06,1.051e-05,1.453e-05,1.944e-05,2.625e-05,3.747e-05,4.639e-05,6.741e-05,9.456e-05,0.0001062,0.0001269,0.0002878,0.0004977,-5.52e-06,-6.62e-07,3.701e-06,8.233e-06,1.314e-05,1.834e-05,2.416e-05,3.2e-05,4.199e-05,4.852e-05,6.661e-05,0.0001189,0.0001468,0.000193,0.0004474,0.0006957,4.3e-05,5.856e-05,6.553e-05,8.197e-05,9.118e-05,0.0001005,0.0001191,0.0001334,0.0001606,0.0001825,0.0002186,0.0002854,0.0003122,0.000377,0.0006307,0.0009242,4.053e-06,9.927e-06,1.488e-05,1.969e-05,2.466e-05,2.996e-05,3.599e-05,4.331e-05,5.448e-05,6.3e-05,9.301e-05,0.0001284,0.0001499,0.0001932,0.0004505,0.0007056,3.112e-05,4.098e-05,5.041e-05,5.911e-05,6.788e-05,7.734e-05,8.801e-05,0.0001001,0.0001222,0.0001417,0.0001834,0.000241,0.0002689,0.0003198,0.0005868,0.0008725,-41.9
25893,4.964e-07,5.525e-07,2.408e-07,4.329e-07,2.67e-07,-4.26e-06,0,3.597e-06,7.123e-06,1.091e-05,1.53e-05,2.097e-05,2.967e-05,4.41e-05,5.453e-05,8.434e-05,0.0001115,0.0001232,0.0001424,0.0003165,0.0005216,-9.75e-06,-4.98e-06,-3.54e-07,4.727e-06,1.071e-05,1.782e-05,2.581e-05,3.515e-05,4.756e-05,5.687e-05,8.274e-05,0.0001196,0.0001475,0.000199,0.0004516,0.0006952,4.298e-05,5.542e-05,6.755e-05,7.769e-05,8.861e-05,9.941e-05,0.0001135,0.0001327,0.0001594,0.0001877,0.0002163,0.0002847,0.0003145,0.0003813,0.0006459,0.0009599,-1.49e-06,3.972e-06,8.526e-06,1.291e-05,1.755e-05,2.267e-05,2.864e-05,3.633e-05,4.765e-05,5.739e-05,8.834e-05,0.0001269,0.0001485,0.0001883,0.000427,0.0006877,2.662e-05,3.595e-05,4.467e-05,5.353e-05,6.252e-05,7.243e-05,8.488e-05,9.881e-05,0.0001201,0.0001368,0.0001835,0.0002422,0.0002663,0.0003212,0.0005879,0.0008393,-41.9
26310,4.152e-07,4.487e-07,1.882e-07,3.472e-07,2.117e-07,-4.1e-06,0,3.44e-06,6.769e-06,1.027e-05,1.428e-05,1.938e-05,2.667e-05,3.799e-05,4.747e-05,7.002e-05,9.286e-05,0.0001049,0.0001258,0.0002884,0.0004842,-7.28e-06,-2.69e-06,1.568e-06,6.111e-06,1.113e-05,1.673e-05,2.314e-05,3.112e-05,4.211e-05,5.086e-05,7.722e-05,0.0001167,0.000144,0.0001928,0.0004286,0.0006592,4.661e-05,5.894e-05,7e-05,8.077e-05,8.969e-05,0.0001028,0.0001148,0.0001373,0.0001621,0.0001736,0.0002028,0.0002753,0.0003117,0.000363,0.0006311,0.0008827,2.137e-06,7.428e-06,1.188e-05,1.612e-05,2.045e-05,2.515e-05,3.065e-05,3.778e-05,4.805e-05,5.681e-05,7.722e-05,0.0001163,0.0001377,0.0001751,0.00041,0.0006543,2.861e-05,3.846e-05,4.694e-05,5.51e-05,6.368e-05,7.355e-05,8.4e-05,9.656e-05,0.0001187,0.0001372,0.0001628,0.0002344,0.0002642,0.0003213,0.0005795,0.0008285,-41.9
26354,4.984e-07,5.687e-07,2.472e-07,4.512e-07,2.739e-07,-4.32e-06,0,3.576e-06,7.021e-06,1.065e-05,1.488e-05,2.038e-05,2.864e-05,4.283e-05,5.33e-05,7.932e-05,0.00011,0.000121,0.0001398,0.0003148,0.0005264,-9.69e-06,-5.07e-06,-5.94e-07,4.337e-06,1.018e-05,1.715e-05,2.515e-05,3.502e-05,4.719e-05,5.64e-05,8.332e-05,0.0001189,0.0001446,0.0001909,0.0004478,0.0006835,4.249e-05,5.671e-05,6.727e-05,7.677e-05,8.763e-05,9.873e-05,0.0001146,0.0001327,0.0001585,0.0001854,0.0002273,0.0002798,0.0003246,0.0003753,0.0006703,0.0009812,-1.91e-06,3.582e-06,8.203e-06,1.258e-05,1.708e-05,2.206e-05,2.795e-05,3.542e-05,4.661e-05,5.59e-05,8.332e-05,0.0001219,0.0001419,0.0001828,0.0004192,0.0006678,2.472e-05,3.518e-05,4.394e-05,5.259e-05,6.137e-05,7.132e-05,8.238e-05,9.658e-05,0.0001162,0.0001322,0.0001785,0.0002391,0.0002688,0.0003267,0.0005948,0.00086,-41.9
26395,4.716e-07,5.026e-07,2.169e-07,3.946e-07,2.485e-07,-4.1e-06,0,3.514e-06,6.958e-06,1.062e-05,1.486e-05,2.032e-05,2.855e-05,4.267e-05,5.355e-05,7.898e-05,0.0001072,0.0001195,0.0001401,0.0003202,0.0005166,-1.07e-05,-5.7e-06,-7.46e-07,4.61e-06,1.088e-05,1.814e-05,2.622e-05,3.542e-05,4.81e-05,5.693e-05,7.978e-05,0.000134,0.0001617,0.0002138,0.0004683,0.0007236,4.439e-05,5.669e-05,6.649e-05,7.657e-05,8.795e-05,9.908e-05,0.0001115,0.0001306,0.0001517,0.0001706,0.0002101,0.0002993,0.0003336,0.0003913,0.0006858,0.0009497,-2.18e-06,3.219e-06,7.899e-06,1.24e-05,1.712e-05,2.248e-05,2.877e-05,3.668e-05,4.896e-05,5.82e-05,9.418e-05,0.0001278,0.0001509,0.000193,0.0004365,0.0006866,2.633e-05,3.636e-05,4.506e-05,5.37e-05,6.239e-05,7.239e-05,8.434e-05,9.808e-05,0.0001201,0.0001382,0.0001821,0.0002364,0.0002657,0.000325,0.0005892,0.0008491,-41.9
26543,4.548e-07,4.927e-07,2.073e-07,3.873e-07,2.365e-07,-4.14e-06,0,3.475e-06,6.833e-06,1.038e-05,1.452e-05,1.985e-05,2.768e-05,4.098e-05,5.143e-05,8.145e-05,0.0001052,0.0001166,0.0001341,0.0003098,0.0005032,-1.09e-05,-6.27e-06,-1.52e-06,3.714e-06,9.847e-06,1.683e-05,2.489e-05,3.496e-05,4.786e-05,5.683e-05,8.065e-05,0.000119,0.0001445,0.0001964,0.0004453,0.0006837,4.476e-05,5.497e-05,6.636e-05,7.671e-05,8.565e-05,9.959e-05,0.0001133,0.0001302,0.0001602,0.000195,0.0002094,0.0002678,0.000309,0.0003828,0.0006457,0.0008852,-3.77e-06,1.582e-06,6.292e-06,1.096e-05,1.58e-05,2.112e-05,2.749e-05,3.581e-05,4.72e-05,5.632e-05,8.945e-05,0.0001281,0.0001496,0.0001895,0.0004302,0.0006648,2.582e-05,3.602e-05,4.474e-05,5.324e-05,6.19e-05,7.172e-05,8.357e-05,9.721e-05,0.0001191,0.0001344,0.0001614,0.0002414,0.0002733,0.000327,0.0005773,0.0008274,-41.9
26832,3.991e-07,3.881e-07,1.569e-07,2.803e-07,1.797e-07,-4.18e-06,0,3.568e-06,7.067e-06,1.081e-05,1.512e-05,2.051e-05,2.862e-05,4.305e-05,5.359e-05,8.109e-05,0.0001062,0.000119,0.0001383,0.0003147,0.0005176,-1.03e-05,-5.87e-06,-1.23e-06,4.438e-06,1.113e-05,1.794e-05,2.516e-05,3.381e-05,4.593e-05,5.557e-05,8.109e-05,0.0001175,0.0001437,0.0001974,0.0004585,0.0007278,4.377e-05,5.834e-05,6.974e-05,8.184e-05,9.206e-05,0.0001038,0.0001213,0.0001365,0.0001618,0.0002004,0.0002602,0.0002846,0.0003189,0.0003795,0.0006345,0.0009251,-1.55e-06,4.149e-06,9.107e-06,1.389e-05,1.894e-05,2.444e-05,3.096e-05,3.951e-05,5.178e-05,6.192e-05,8.989e-05,0.0001346,0.0001582,0.0002022,0.0004588,0.0007498,2.651e-05,3.745e-05,4.731e-05,5.692e-05,6.682e-05,7.736e-05,8.816e-05,0.0001036,0.0001277,0.0001475,0.0001762,0.0002412,0.0002765,0.0003313,0.0006067,0.0008932,-41.9
26933,4.461e-07,4.572e-07,1.917e-07,3.394e-07,2.168e-07,-4.19e-06,0,3.542e-06,7.023e-06,1.078e-05,1.522e-05,2.097e-05,2.984e-05,4.326e-05,5.334e-05,7.799e-05,0.0001085,0.0001207,0.0001409,0.0003107,0.0005126,-8.28e-06,-3.44e-06,1.168e-06,6.266e-06,1.233e-05,1.895e-05,2.629e-05,3.504e-05,4.755e-05,5.548e-05,8.039e-05,0.0001221,0.0001513,0.0002039,0.0004514,0.0007015,4.606e-05,5.838e-05,6.709e-05,7.763e-05,8.97e-05,0.0001019,0.0001191,0.0001314,0.000159,0.0001838,0.0002171,0.0002828,0.0003127,0.0003716,0.0006423,0.000935,3.526e-07,6.012e-06,1.082e-05,1.553e-05,2.044e-05,2.566e-05,3.187e-05,3.985e-05,5.179e-05,6.088e-05,9.159e-05,0.0001326,0.0001532,0.0001966,0.00044,0.0006946,2.734e-05,3.79e-05,4.644e-05,5.532e-05,6.49e-05,7.5e-05,8.607e-05,0.0001011,0.0001248,0.0001378,0.0001675,0.0002456,0.0002628,0.0003276,0.0005918,0.0008713,-41.9
26981,4.696e-07,5.077e-07,2.171e-07,3.938e-07,2.445e-07,-4.33e-06,0,3.633e-06,7.162e-06,1.093e-05,1.529e-05,2.078e-05,2.892e-05,4.263e-05,5.225e-05,7.818e-05,0.0001064,0.0001194,0.0001397,0.0003067,0.0005116,-8.07e-06,-3.3e-06,1.328e-06,6.198e-06,1.161e-05,1.799e-05,2.545e-05,3.432e-05,4.665e-05,5.511e-05,8.298e-05,0.000123,0.000149,0.0002,0.0004515,0.0007036,4.598e-05,5.71e-05,6.623e-05,7.696e-05,8.775e-05,9.951e-05,0.0001139,0.0001306,0.0001508,0.0001882,0.0002285,0.0002925,0.0003109,0.0003863,0.0006679,0.0009562,2.736e-07,5.817e-06,1.046e-05,1.49e-05,1.949e-05,2.454e-05,3.048e-05,3.803e-05,4.91e-05,5.913e-05,8.458e-05,0.0001238,0.000146,0.0001867,0.0004293,0.0006897,2.767e-05,3.71e-05,4.632e-05,5.53e-05,6.445e-05,7.365e-05,8.496e-05,0.0001005,0.0001228,0.0001379,0.0001805,0.000231,0.0002627,0.0003175,0.0005855,0.0008578,-41.9
26997,4.998e-07,5.583e-07,2.466e-07,4.42e-07,2.761e-07,-4.21e-06,0,3.578e-06,7.09e-06,1.089e-05,1.54e-05,2.133e-05,3.008e-05,4.363e-05,5.382e-05,8.026e-05,0.0001073,0.0001213,0.0001411,0.000315,0.0005253,-7.52e-06,-2.77e-06,1.701e-06,6.502e-06,1.213e-05,1.88e-05,2.613e-05,3.502e-05,4.721e-05,5.592e-05,8.186e-05,0.0001182,0.0001454,0.0001966,0.0004424,0.000699,4.472e-05,5.603e-05,6.626e-05,7.768e-05,8.728e-05,9.728e-05,0.0001115,0.000129,0.0001564,0.0001713,0.000245,0.0002888,0.0003228,0.0003871,0.0006958,0.0009026,8.72e-07,6.049e-06,1.046e-05,1.472e-05,1.913e-05,2.398e-05,2.969e-05,3.7e-05,4.779e-05,5.69e-05,8.426e-05,0.0001205,0.0001419,0.0001815,0.00042,0.0006771,2.619e-05,3.604e-05,4.428e-05,5.256e-05,6.13e-05,7.046e-05,8.204e-05,9.827e-05,0.0001164,0.0001329,0.0001642,0.000232,0.0002624,0.0003225,0.000587,0.0008728,-41.9
27099,3.815e-07,3.734e-07,1.534e-07,2.684e-07,1.733e-07,-4.18e-06,0,3.499e-06,6.854e-06,1.036e-05,1.44e-05,1.956e-05,2.715e-05,4.007e-05,5.13e-05,7.736e-05,9.732e-05,0.0001092,0.0001279,0.0002986,0.0005066,-9.83e-06,-5.23e-06,-7.68e-07,4.196e-06,1.008e-05,1.679e-05,2.393e-05,3.265e-05,4.424e-05,5.306e-05,8.536e-05,0.0001253,0.0001532,0.0002037,0.000455,0.0007241,4.751e-05,5.895e-05,6.95e-05,7.832e-05,8.834e-05,0.0001046,0.0001165,0.0001321,0.000164,0.0002033,0.0002237,0.0002606,0.0003025,0.0003566,0.0006725,0.0009651,-9.56e-07,4.713e-06,9.614e-06,1.442e-05,1.946e-05,2.514e-05,3.164e-05,4.007e-05,5.21e-05,6.243e-05,8.696e-05,0.0001296,0.0001533,0.000195,0.0004427,0.0007138,2.771e-05,3.799e-05,4.701e-05,5.714e-05,6.635e-05,7.649e-05,8.697e-05,0.0001043,0.0001297,0.0001502,0.0001853,0.0002361,0.0002624,0.0003219,0.0005872,0.0008777,-41.9
27129,3.832e-07,3.532e-07,1.479e-07,2.458e-07,1.63e-07,-4.33e-06,0,3.648e-06,7.19e-06,1.094e-05,1.531e-05,2.092e-05,2.938e-05,4.46e-05,5.484e-05,7.886e-05,0.000107,0.0001189,0.0001401,0.000307,0.0005068,-1.03e-05,-5.77e-06,-9.93e-07,4.639e-06,1.115e-05,1.776e-05,2.53e-05,3.462e-05,4.591e-05,5.486e-05,7.726e-05,0.0001192,0.000142,0.0001987,0.000456,0.0007046,4.558e-05,5.729e-05,7.093e-05,8.042e-05,9.047e-05,9.9e-05,0.0001183,0.0001323,0.0001615,0.0001886,0.0002268,0.0002704,0.0003246,0.0003753,0.0006607,0.0008855,-1.66e-06,4.25e-06,9.274e-06,1.417e-05,1.95e-05,2.547e-05,3.237e-05,4.143e-05,5.405e-05,6.496e-05,9.406e-05,0.0001353,0.0001614,0.0002056,0.0004619,0.0007272,2.748e-05,4.065e-05,5.005e-05,5.842e-05,6.839e-05,7.866e-05,8.946e-05,0.000107,0.0001267,0.0001476,0.000202,0.0002469,0.0002732,0.0003303,0.0005947,0.0008668,-41.9
27131,4.316e-07,4.261e-07,1.773e-07,3.103e-07,2.005e-07,-4.19e-06,0,3.593e-06,7.131e-06,1.094e-05,1.548e-05,2.155e-05,3.066e-05,4.52e-05,5.601e-05,8.285e-05,0.0001097,0.0001228,0.0001437,0.0003179,0.0005247,-9.01e-06,-4.23e-06,3.843e-07,5.724e-06,1.217e-05,1.915e-05,2.672e-05,3.57e-05,4.773e-05,5.74e-05,8.205e-05,0.0001189,0.0001482,0.0002017,0.0004619,0.0007369,4.46e-05,5.46e-05,6.795e-05,7.705e-05,8.81e-05,0.0001018,0.0001162,0.0001326,0.0001573,0.0001746,0.0002404,0.0003011,0.0003143,0.0003962,0.0006895,0.0010383,-4.46e-07,5.402e-06,1.038e-05,1.517e-05,2.016e-05,2.567e-05,3.2e-05,4.038e-05,5.267e-05,6.267e-05,9.165e-05,0.0001366,0.0001588,0.0002039,0.0004619,0.0007423,2.831e-05,3.873e-05,4.679e-05,5.613e-05,6.584e-05,7.534e-05,8.793e-05,0.0001014,0.0001216,0.0001354,0.0001852,0.0002485,0.0002817,0.0003341,0.0006003,0.0008937,-41.9
27471,4.104e-07,4.353e-07,1.747e-07,3.243e-07,1.964e-07,-4.02e-06,0,3.389e-06,6.685e-06,1.021e-05,1.426e-05,1.929e-05,2.648e-05,3.863e-05,4.762e-05,7.339e-05,9.668e-05,0.0001081,0.0001264,0.0002874,0.0004818,-7.89e-06,-3.52e-06,5.369e-07,4.901e-06,9.98e-06,1.59e-05,2.275e-05,3.116e-05,4.291e-05,5.139e-05,7.419e-05,0.0001081,0.0001304,0.0001813,0.0004335,0.0006587,4.614e-05,5.948e-05,6.816e-05,7.878e-05,8.966e-05,0.0001016,0.0001169,0.0001343,0.0001592,0.0001782,0.0002525,0.00028,0.0003248,0.0003823,0.0006454,0.0008719,6.966e-07,6.138e-06,1.083e-05,1.537e-05,2.003e-05,2.512e-05,3.096e-05,3.832e-05,4.938e-05,5.85e-05,8.459e-05,0.0001198,0.0001418,0.0001819,0.0004204,0.0006589,2.932e-05,3.882e-05,4.711e-05,5.523e-05,6.365e-05,7.347e-05,8.562e-05,0.0001001,0.0001182,0.0001357,0.0001677,0.0002451,0.0002783,0.0003324,0.0005836,0.0007975,-41.9
27695,4.35e-07,3.703e-07,1.903e-07,2.741e-07,2.194e-07,-4.99e-06,0,4.178e-06,8.237e-06,1.265e-05,1.785e-05,2.463e-05,3.441e-05,4.964e-05,6.091e-05,8.898e-05,0.0001195,0.0001354,0.0001687,0.0003757,0.0005725,-7.92e-06,-7.39e-07,5.961e-06,1.338e-05,2.145e-05,2.967e-05,3.859e-05,5.011e-05,6.671e-05,7.909e-05,0.0001225,0.0001762,0.0002118,0.0002663,0.0005324,0.0007895,4.055e-05,5.229e-05,6.316e-05,7.725e-05,8.902e-05,0.0001015,0.0001151,0.0001343,0.0001573,0.0001784,0.0002169,0.0002901,0.0003318,0.000397,0.0006724,0.0009891,-1.03e-05,-4.08e-06,1.524e-06,7.122e-06,1.307e-05,2.007e-05,2.858e-05,3.985e-05,5.637e-05,6.863e-05,0.0001049,0.0001595,0.0001909,0.0002475,0.0005459,0.0008506,1.962e-05,3.168e-05,4.12e-05,5.038e-05,6.035e-05,7.133e-05,8.401e-05,9.898e-05,0.0001213,0.0001389,0.0001769,0.0002538,0.0002791,0.0003408,0.0006068,0.0008877,-41.9
28483,3.908e-07,4.38e-07,1.738e-07,3.506e-07,2.031e-07,-3.96e-06,0,3.254e-06,6.329e-06,9.486e-06,1.295e-05,1.711e-05,2.292e-05,3.309e-05,4.284e-05,6.754e-05,8.898e-05,9.862e-05,0.0001157,0.0002922,0.0004956,-1.22e-05,-7.85e-06,-3.62e-06,1.095e-06,6.509e-06,1.278e-05,2.038e-05,2.91e-05,4.109e-05,4.935e-05,7.554e-05,0.0001119,0.0001383,0.0001933,0.0004395,0.0006745,4.229e-05,5.557e-05,6.561e-05,7.462e-05,8.936e-05,9.891e-05,0.0001163,0.0001378,0.0001638,0.0001867,0.0002195,0.0002613,0.0002908,0.0003721,0.0006509,0.0008581,-4.84e-06,3.718e-07,4.917e-06,9.327e-06,1.387e-05,1.888e-05,2.473e-05,3.205e-05,4.274e-05,5.154e-05,8.114e-05,0.0001169,0.0001374,0.0001772,0.0004055,0.0006511,2.458e-05,3.48e-05,4.344e-05,5.238e-05,6.226e-05,7.179e-05,8.356e-05,9.979e-05,0.0001229,0.0001346,0.0001755,0.0002291,0.000256,0.0003094,0.0005676,0.0008198,-41.9
28863,4.706e-07,4.789e-07,1.989e-07,3.496e-07,2.244e-07,-4.41e-06,0,3.773e-06,7.494e-06,1.155e-05,1.643e-05,2.293e-05,3.251e-05,4.744e-05,5.801e-05,8.426e-05,0.0001178,0.00013,0.0001521,0.0003209,0.0005264,-7.58e-06,-2.88e-06,1.661e-06,6.799e-06,1.272e-05,1.941e-05,2.697e-05,3.596e-05,4.834e-05,5.779e-05,8.666e-05,0.0001211,0.0001413,0.0001966,0.0004565,0.0006989,4.685e-05,5.692e-05,6.619e-05,7.818e-05,8.735e-05,9.806e-05,0.0001145,0.0001317,0.0001633,0.0001734,0.0002202,0.0002899,0.0003136,0.000376,0.0006701,0.0009345,9.63e-07,6.605e-06,1.146e-05,1.617e-05,2.11e-05,2.655e-05,3.302e-05,4.113e-05,5.326e-05,6.303e-05,9.706e-05,0.0001355,0.0001581,0.0002019,0.0004592,0.0007278,2.656e-05,3.899e-05,4.748e-05,5.653e-05,6.555e-05,7.541e-05,8.808e-05,0.0001031,0.0001228,0.0001391,0.0002058,0.0002446,0.0002824,0.0003309,0.000608,0.0008943,-41.9
28943,3.839e-07,3.749e-07,1.484e-07,2.737e-07,1.722e-07,-4.16e-06,0,3.504e-06,6.887e-06,1.047e-05,1.458e-05,1.978e-05,2.711e-05,3.844e-05,4.76e-05,7.504e-05,9.711e-05,0.0001098,0.0001296,0.0002912,0.0004852,-7.56e-06,-3.09e-06,1.209e-06,5.958e-06,1.136e-05,1.731e-05,2.418e-05,3.216e-05,4.302e-05,5.091e-05,8.144e-05,0.0001183,0.0001465,0.0001974,0.0004363,0.0006632,4.951e-05,5.974e-05,6.809e-05,7.936e-05,8.849e-05,9.84e-05,0.0001126,0.0001271,0.0001569,0.0001776,0.0002078,0.0002874,0.0003289,0.000381,0.0006339,0.0008304,1.832e-06,7.593e-06,1.246e-05,1.716e-05,2.197e-05,2.725e-05,3.335e-05,4.09e-05,5.166e-05,6.046e-05,8.704e-05,0.0001264,0.0001493,0.0001891,0.0004283,0.0006726,2.95e-05,4e-05,4.873e-05,5.664e-05,6.521e-05,7.56e-05,8.723e-05,0.0001017,0.0001203,0.0001388,0.000167,0.0002307,0.0002764,0.0003258,0.000576,0.0008048,-41.9
29379,5.089e-07,5.978e-07,2.687e-07,4.932e-07,2.98e-07,-4.26e-06,0,3.558e-06,6.987e-06,1.059e-05,1.475e-05,2.009e-05,2.825e-05,4.221e-05,5.24e-05,7.366e-05,0.000101,0.000114,0.0001354,0.0003097,0.0005198,-9.08e-06,-4.53e-06,-1.55e-07,4.573e-06,9.833e-06,1.599e-05,2.368e-05,3.308e-05,4.47e-05,5.35e-05,8.086e-05,0.0001219,0.0001465,0.0001969,0.0004374,0.0006825,4.7e-05,5.686e-05,6.615e-05,7.551e-05,8.666e-05,9.903e-05,0.0001102,0.0001299,0.0001584,0.0001738,0.000232,0.0002902,0.0003261,0.0003745,0.0006552,0.000956,-8.04e-07,4.39e-06,8.67e-06,1.273e-05,1.691e-05,2.145e-05,2.675e-05,3.355e-05,4.409e-05,5.308e-05,7.766e-05,0.0001145,0.0001335,0.0001705,0.0003982,0.0006395,2.498e-05,3.467e-05,4.325e-05,5.103e-05,5.9e-05,6.832e-05,7.894e-05,9.301e-05,0.0001127,0.0001325,0.0001672,0.0002297,0.0002582,0.0003152,0.0005892,0.0008614,-41.9
