Row,PAr10,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PAr100,PAf95,PAf90,PAf80,PAf40,PAf20,PBr10,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PBr100,PBf95,PBf90,PBf80,PBf40,PBf20,PCr10,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PCr100,PCf95,PCf90,PCf80,PCf40,PCf20,PDr10,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PDr100,PDf95,PDf90,PDf80,PDf40,PDf20,PFr10,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,PFr100,PFf95,PFf90,PFf80,PFf40,PFf20,y
80740,-6.21e-06,0,4.551e-06,8.453e-06,1.223e-05,1.626e-05,2.107e-05,2.808e-05,4.217e-05,5.445e-05,7.741e-05,0.0001033,0.0001182,0.0001453,0.0003759,0.0005959,-1.56e-05,-7.67e-06,7.348e-07,9.95e-06,1.952e-05,2.997e-05,4.126e-05,5.441e-05,7.259e-05,8.814e-05,0.0001222,0.0001905,0.0002229,0.0002745,0.0005306,0.0007743,3.426e-05,4.575e-05,5.568e-05,6.636e-05,7.841e-05,9.136e-05,0.0001059,0.000123,0.0001469,0.0001646,0.0002302,0.0002779,0.0003094,0.0003749,0.0006774,0.0009208,-6.41e-06,1.484e-06,8.038e-06,1.434e-05,2.098e-05,2.827e-05,3.719e-05,4.89e-05,6.523e-05,7.875e-05,0.0001246,0.0001788,0.0002101,0.0002618,0.0005276,0.0007666,1.103e-05,1.988e-05,2.796e-05,3.631e-05,4.46e-05,5.426e-05,6.499e-05,7.955e-05,9.864e-05,0.0001147,0.0001574,0.000219,0.0002488,0.0003049,0.0005652,0.0008205,-39.4
93508,-4.72e-06,0,4.139e-06,8.366e-06,1.314e-05,1.912e-05,2.723e-05,3.728e-05,5.248e-05,6.431e-05,9.069e-05,0.0001236,0.0001396,0.0001679,0.0003596,0.0005752,-8.85e-06,-3.34e-06,2.156e-06,8.094e-06,1.417e-05,2.098e-05,2.888e-05,3.769e-05,4.943e-05,5.859e-05,8.429e-05,0.0001198,0.0001424,0.0002011,0.0004839,0.000804,3.999e-05,5.401e-05,6.608e-05,7.922e-05,8.883e-05,0.0001026,0.0001181,0.0001371,0.0001606,0.0001729,0.0002442,0.0002848,0.0003372,0.0003797,0.0007148,0.0010746,-1.07e-05,-5.22e-06,-2.45e-07,4.871e-06,1.046e-05,1.69e-05,2.475e-05,3.416e-05,4.979e-05,6.162e-05,9.549e-05,0.0001497,0.0001809,0.0002367,0.0005513,0.0009456,1.843e-05,2.987e-05,3.958e-05,4.902e-05,5.819e-05,6.916e-05,8.217e-05,9.812e-05,0.0001192,0.0001374,0.000181,0.0002418,0.0002744,0.0003347,0.0006178,0.0009834,-36.116
116635,-9.58e-06,0,7.922e-06,1.558e-05,2.324e-05,3.258e-05,4.298e-05,5.669e-05,7.54e-05,9.137e-05,0.0001293,0.0001839,0.0002076,0.0002502,0.0004714,0.0006776,-1.22e-05,-5.36e-06,1.167e-06,8.418e-06,1.746e-05,2.769e-05,3.767e-05,5.02e-05,6.903e-05,8.532e-05,0.0001397,0.0001725,0.0002012,0.0002433,0.0004617,0.0006706,-2.32e-05,-1.47e-05,-8.09e-06,-2.39e-06,3.475e-06,1.086e-05,2.118e-05,4.259e-05,5.735e-05,8.157e-05,0.0001085,0.0001697,0.0002005,0.0002448,0.0004855,0.000711,-1.67e-05,-1.1e-05,-6.44e-06,-2.33e-06,1.665e-06,5.777e-06,1.018e-05,1.519e-05,2.149e-05,2.591e-05,3.733e-05,5.06e-05,5.813e-05,0.0001451,0.0003584,0.0005536,-3.42e-05,-2.98e-05,-2.63e-05,-2.33e-05,-2.04e-05,-1.75e-05,-1.45e-05,-1.11e-05,-6.82e-06,-3.69e-06,4.538e-06,1.442e-05,1.922e-05,2.722e-05,9.381e-05,0.0002486,0.0
39610,-8.23e-06,0,6.873e-06,1.314e-05,1.986e-05,2.749e-05,3.653e-05,4.856e-05,6.619e-05,7.936e-05,0.0001119,0.0001612,0.0001978,0.0002491,0.0004702,0.0007147,-9.14e-06,-7.48e-07,6.726e-06,1.361e-05,2.079e-05,2.869e-05,3.802e-05,5.18e-05,7.2e-05,8.387e-05,0.0001191,0.0001846,0.0002132,0.0002647,0.0004998,0.000736,-1.18e-05,1.246e-07,1.014e-05,1.913e-05,2.745e-05,3.623e-05,4.685e-05,6.63e-05,9.122e-05,0.0001027,0.0001583,0.0002111,0.0002546,0.0003023,0.000538,0.0008056,-2.09e-05,-1.6e-05,-1.22e-05,-8.91e-06,-5.78e-06,-2.67e-06,6.341e-07,4.421e-06,9.343e-06,1.295e-05,2.318e-05,3.778e-05,4.978e-05,0.0001032,0.0003137,0.0005101,-3.32e-05,-2.94e-05,-2.64e-05,-2.37e-05,-2.1e-05,-1.83e-05,-1.52e-05,-1.15e-05,-6.58e-06,-2.75e-06,8.784e-06,3.061e-05,4.864e-05,7.602e-05,0.0002019,0.000392,-9.988
5739,-4.94e-06,0,4.348e-06,8.809e-06,1.391e-05,2.043e-05,2.931e-05,4.108e-05,5.777e-05,7.052e-05,0.0001055,0.0001357,0.0001511,0.0001795,0.0003741,0.000574,-8.59e-06,-2.83e-06,3.037e-06,9.32e-06,1.609e-05,2.312e-05,3.118e-05,4.139e-05,5.501e-05,6.582e-05,8.476e-05,0.0001229,0.0001479,0.0002058,0.000489,0.0007563,4.13e-05,5.459e-05,6.773e-05,7.962e-05,9.07e-05,0.0001042,0.0001191,0.0001373,0.0001592,0.0001855,0.0002335,0.0002671,0.0003227,0.0003867,0.0006812,0.000977,-1.06e-05,-5.03e-06,-2.51e-08,5.163e-06,1.084e-05,1.738e-05,2.522e-05,3.574e-05,5.142e-05,6.528e-05,0.0001039,0.0001608,0.0001939,0.0002504,0.0005597,0.000895,1.924e-05,3.052e-05,4.043e-05,4.983e-05,5.949e-05,7.041e-05,8.409e-05,9.871e-05,0.0001209,0.0001404,0.0001863,0.0002464,0.0002788,0.0003392,0.0006177,0.0009075,-36.116
43905,-4.58e-06,0,4.234e-06,8.822e-06,1.428e-05,2.1e-05,2.956e-05,4.066e-05,5.548e-05,6.649e-05,0.0001003,0.0001332,0.0001497,0.0001753,0.0003494,0.0005591,-6.56e-06,-8.74e-07,5.132e-06,1.2e-05,1.941e-05,2.696e-05,3.499e-05,4.445e-05,5.791e-05,6.745e-05,9.957e-05,0.0001376,0.0001608,0.0002139,0.0005114,0.0007791,4.694e-05,5.746e-05,6.809e-05,7.894e-05,8.957e-05,0.0001027,0.0001169,0.0001324,0.0001598,0.000181,0.0002315,0.0002819,0.0003256,0.0003804,0.0006836,0.0009859,1.997e-06,7.979e-06,1.303e-05,1.8e-05,2.328e-05,2.924e-05,3.622e-05,4.532e-05,5.939e-05,7.09e-05,0.0001035,0.0001541,0.0001795,0.0002317,0.0005111,0.0007875,2.626e-05,3.658e-05,4.455e-05,5.235e-05,6.084e-05,7.029e-05,8.157e-05,9.519e-05,0.0001153,0.0001306,0.0001835,0.0002342,0.0002665,0.0003204,0.0005925,0.0008714,-41.01
26943,-5.06e-06,0,3.707e-06,6.897e-06,9.959e-06,1.317e-05,1.687e-05,2.176e-05,3.017e-05,4.241e-05,6.791e-05,8.994e-05,9.959e-05,0.0001166,0.0003035,0.0005271,-1.69e-05,-1.24e-05,-8e-06,-3.02e-06,2.856e-06,9.655e-06,1.731e-05,2.646e-05,3.938e-05,4.853e-05,8.151e-05,0.0001145,0.0001414,0.0002008,0.0004633,0.0007059,4.042e-05,5.279e-05,6.199e-05,7.23e-05,8.268e-05,9.382e-05,0.000111,0.0001293,0.0001552,0.0001786,0.0002175,0.0002749,0.0003151,0.0003755,0.0006475,0.0009251,-1.04e-05,-4.86e-06,-1.38e-07,4.427e-06,9.161e-06,1.437e-05,2.06e-05,2.855e-05,4.016e-05,5e-05,7.351e-05,0.0001153,0.0001362,0.0001772,0.0004204,0.0006734,1.734e-05,2.691e-05,3.485e-05,4.273e-05,5.136e-05,6.054e-05,7.14e-05,8.634e-05,0.0001075,0.0001214,0.0001607,0.0002231,0.0002561,0.0003114,0.0005612,0.0008159,-39.4
48780,-5.11e-06,0,4.418e-06,8.886e-06,1.383e-05,1.964e-05,2.666e-05,3.621e-05,4.985e-05,6.065e-05,9.035e-05,0.000118,0.0001357,0.0001685,0.0003771,0.0005777,-4.88e-06,5.219e-06,1.35e-05,2.14e-05,3.006e-05,3.923e-05,5.002e-05,6.25e-05,8.272e-05,9.819e-05,0.0001327,0.0001985,0.0002315,0.0002902,0.0005547,0.0007993,3.941e-05,5.237e-05,6.608e-05,7.696e-05,8.628e-05,0.000101,0.0001175,0.0001348,0.0001556,0.0001756,0.0002279,0.0002991,0.0003189,0.0003736,0.000648,0.0008897,-1.25e-05,-7.31e-06,-2.52e-06,2.443e-06,8.017e-06,1.477e-05,2.329e-05,3.531e-05,5.311e-05,6.776e-05,0.0001039,0.0001675,0.0001986,0.0002541,0.0005404,0.0008088,1.491e-05,2.439e-05,3.314e-05,4.138e-05,5.012e-05,6.059e-05,7.235e-05,8.776e-05,0.0001078,0.0001228,0.0001719,0.0002329,0.0002625,0.0003185,0.0005813,0.0008142,-36.116
2328,-4.6e-06,0,3.846e-06,7.525e-06,1.132e-05,1.556e-05,2.073e-05,2.78e-05,3.879e-05,4.733e-05,7.033e-05,9.644e-05,0.000111,0.0001366,0.0003449,0.000546,-8.93e-06,-4.02e-06,4.973e-07,5.409e-06,1.092e-05,1.718e-05,2.458e-05,3.379e-05,4.533e-05,5.406e-05,8.553e-05,0.0001386,0.0001757,0.0002397,0.0004966,0.0007629,3.919e-05,5.465e-05,6.469e-05,7.538e-05,8.789e-05,0.0001028,0.000118,0.0001321,0.0001629,0.0001933,0.0002055,0.0002783,0.0003155,0.0003721,0.0006465,0.0009186,-1.2e-05,-7.01e-06,-2.51e-06,2.023e-06,6.9e-06,1.248e-05,1.917e-05,2.801e-05,4.182e-05,5.275e-05,8.393e-05,0.0001343,0.0001593,0.0002062,0.0004637,0.0007344,1.488e-05,2.527e-05,3.465e-05,4.336e-05,5.171e-05,6.139e-05,7.265e-05,8.744e-05,0.0001083,0.0001238,0.0001519,0.0002286,0.0002572,0.0003145,0.0005724,0.000836,-36.116
89674,-7.59e-06,0,5.671e-06,1.12e-05,1.709e-05,2.344e-05,3.133e-05,4.096e-05,5.639e-05,6.93e-05,9.498e-05,0.0001476,0.0001797,0.0002265,0.0004628,0.000681,-7.8e-06,6.631e-07,7.938e-06,1.488e-05,2.225e-05,3.136e-05,4.146e-05,5.269e-05,7.154e-05,8.741e-05,0.0001173,0.0001968,0.0002325,0.0002918,0.0005889,0.0008415,8.85e-06,2.191e-05,3.576e-05,4.7e-05,6.023e-05,7.241e-05,8.864e-05,0.0001062,0.0001446,0.0001577,0.0001837,0.000278,0.0003013,0.0003815,0.000666,0.0009181,-3.35e-05,-2.89e-05,-2.51e-05,-2.13e-05,-1.72e-05,-1.26e-05,-6.98e-06,7.333e-07,1.253e-05,2.275e-05,5.418e-05,9.293e-05,0.0001173,0.0001592,0.0004149,0.000682,-2.6e-05,-2.02e-05,-1.53e-05,-1.05e-05,-5.45e-06,2.224e-07,6.996e-06,1.645e-05,3.17e-05,4.674e-05,8.298e-05,0.0001438,0.0001755,0.0002355,0.0005172,0.0007914,-21.034
75313,-7.36e-06,0,6.277e-06,1.257e-05,1.887e-05,2.542e-05,3.31e-05,4.318e-05,5.882e-05,7.152e-05,0.0001074,0.0001596,0.0001816,0.0002334,0.0004753,0.000704,-5.72e-06,2.727e-06,9.732e-06,1.722e-05,2.483e-05,3.322e-05,4.364e-05,5.681e-05,7.701e-05,9.633e-05,0.0001426,0.0002045,0.0002412,0.0003063,0.0005931,0.0008798,1.152e-05,2.673e-05,3.8e-05,5.141e-05,6.559e-05,7.584e-05,9.667e-05,0.0001136,0.0001431,0.000162,0.0002202,0.0002779,0.0003182,0.0003882,0.0006986,0.0009821,-2.73e-05,-2.24e-05,-1.83e-05,-1.43e-05,-1.02e-05,-5.53e-06,1.592e-07,7.663e-06,1.931e-05,2.976e-05,6.267e-05,0.0001046,0.0001278,0.0001735,0.0004417,0.00071,-2.49e-05,-1.94e-05,-1.48e-05,-1.03e-05,-5.72e-06,-6.06e-07,5.769e-06,1.444e-05,2.864e-05,4.045e-05,8.667e-05,0.0001376,0.0001724,0.0002301,0.0005195,0.0007911,-19.7
39584,-7.73e-06,0,6.741e-06,1.299e-05,1.929e-05,2.647e-05,3.422e-05,4.482e-05,6.217e-05,7.328e-05,0.0001276,0.0001683,0.0002007,0.0002483,0.0004709,0.0006965,-1.01e-05,-1.6e-06,5.458e-06,1.25e-05,1.964e-05,2.776e-05,3.723e-05,4.799e-05,6.743e-05,8.162e-05,0.000114,0.0001741,0.0002081,0.000248,0.0004746,0.0006954,-8.26e-06,5.893e-06,1.552e-05,2.299e-05,3.107e-05,4.1e-05,5.499e-05,6.955e-05,0.000106,0.0001128,0.0001308,0.0002108,0.0002335,0.0002963,0.0005572,0.0007598,-2.1e-05,-1.59e-05,-1.2e-05,-8.61e-06,-5.38e-06,-2.17e-06,1.197e-06,4.984e-06,9.773e-06,1.316e-05,2.2e-05,3.171e-05,3.681e-05,4.655e-05,0.0002488,0.0004599,-3.26e-05,-2.87e-05,-2.56e-05,-2.28e-05,-2.02e-05,-1.74e-05,-1.44e-05,-1.08e-05,-6.23e-06,-2.77e-06,6.8e-06,1.942e-05,2.687e-05,4.419e-05,0.0001506,0.0003401,-9.988
12502,-5.54e-06,0,3.974e-06,7.447e-06,1.081e-05,1.435e-05,1.846e-05,2.406e-05,3.554e-05,4.998e-05,7.624e-05,0.0001004,0.0001101,0.000128,0.0003417,0.0005572,-1.73e-05,-1.24e-05,-7.78e-06,-2.51e-06,3.674e-06,1.075e-05,1.905e-05,2.909e-05,4.308e-05,5.195e-05,8.184e-05,0.0001214,0.0001494,0.0002061,0.0004655,0.0006981,3.673e-05,4.94e-05,5.936e-05,6.897e-05,7.986e-05,9.295e-05,0.0001079,0.0001257,0.0001494,0.0001701,0.0002106,0.0002746,0.0003145,0.0003759,0.0006517,0.0009498,-1.36e-05,-8.38e-06,-3.88e-06,5.01e-07,5.178e-06,1.05e-05,1.683e-05,2.484e-05,3.738e-05,4.814e-05,8.024e-05,0.0001223,0.0001443,0.0001855,0.0004232,0.0006737,1.39e-05,2.413e-05,3.244e-05,4.046e-05,4.92e-05,5.875e-05,6.952e-05,8.345e-05,0.0001031,0.0001208,0.0001578,0.0002205,0.0002536,0.0003133,0.000567,0.0008165,-39.4
2716,-6.1e-06,0,5.107e-06,9.92e-06,1.482e-05,1.983e-05,2.568e-05,3.347e-05,4.541e-05,5.613e-05,9.7e-05,0.0001282,0.0001514,0.0002,0.0004338,0.0006517,-1.12e-05,-5.53e-06,-1.04e-06,3.153e-06,7.566e-06,1.243e-05,1.799e-05,2.485e-05,3.37e-05,4.123e-05,7.06e-05,0.0001037,0.0001371,0.0002034,0.000511,0.0007732,2.041e-05,3.096e-05,4.61e-05,5.559e-05,6.788e-05,8.293e-05,9.542e-05,0.0001116,0.0001352,0.0001614,0.0002066,0.0002816,0.0003302,0.0003811,0.0006798,0.0009838,-2.04e-05,-1.53e-05,-1.09e-05,-6.73e-06,-2.31e-06,2.603e-06,8.457e-06,1.595e-05,2.667e-05,3.629e-05,6.74e-05,0.0001113,0.0001418,0.0001958,0.0004982,0.0008167,-2.37e-06,6.3e-06,1.399e-05,2.205e-05,3.077e-05,4.114e-05,5.368e-05,6.932e-05,9.17e-05,0.0001109,0.000169,0.0002237,0.0002605,0.0003225,0.0006089,0.0008936,-21.034
71112,-7.5e-06,0,6.564e-06,1.325e-05,2.052e-05,2.799e-05,3.666e-05,4.708e-05,6.321e-05,7.7e-05,0.0001142,0.0001652,0.0001963,0.0002469,0.0004961,0.0007323,-6.64e-06,2.684e-06,1.112e-05,1.937e-05,2.798e-05,3.762e-05,4.91e-05,6.328e-05,8.398e-05,0.0001012,0.0001398,0.0002254,0.000266,0.0003319,0.0006361,0.0009574,7.706e-06,2.031e-05,3.294e-05,4.461e-05,5.75e-05,7.144e-05,8.624e-05,0.000104,0.0001329,0.0001537,0.000215,0.000283,0.0003257,0.0003925,0.0007126,0.0010405,-2.75e-05,-2.24e-05,-1.81e-05,-1.38e-05,-9.29e-06,-4.13e-06,2.245e-06,1.098e-05,2.484e-05,3.657e-05,7.029e-05,0.0001241,0.0001535,0.0002091,0.0005204,0.0008417,-2.95e-05,-2.41e-05,-1.95e-05,-1.5e-05,-1.03e-05,-5.08e-06,1.323e-06,1.026e-05,2.457e-05,3.677e-05,7.349e-05,0.0001354,0.0001727,0.0002412,0.0005474,0.0008549,-17.992
113794,-7.23e-06,0,6.067e-06,1.187e-05,1.777e-05,2.41e-05,3.162e-05,4.074e-05,5.625e-05,6.948e-05,0.0001108,0.000156,0.0001794,0.0002329,0.0004633,0.0007114,-7.52e-06,1.058e-06,8.361e-06,1.529e-05,2.27e-05,3.102e-05,4.044e-05,5.322e-05,7.135e-05,8.434e-05,0.0001388,0.0001858,0.0002276,0.0002841,0.0005621,0.0008377,1.21e-05,2.408e-05,3.451e-05,4.517e-05,5.855e-05,7.354e-05,8.631e-05,0.0001056,0.00013,0.0001656,0.0002132,0.0002699,0.0003017,0.0003731,0.0006689,0.000982,-3.34e-05,-2.9e-05,-2.54e-05,-2.19e-05,-1.84e-05,-1.44e-05,-9.85e-06,-3.76e-06,5.922e-06,1.444e-05,4.12e-05,8.009e-05,0.0001016,0.0001404,0.0003734,0.0006288,-2.71e-05,-2.18e-05,-1.73e-05,-1.3e-05,-8.66e-06,-3.84e-06,1.864e-06,9.171e-06,2.204e-05,3.302e-05,7.56e-05,0.0001283,0.0001603,0.0002187,0.0004882,0.0007633,-21.034
59658,-1.01e-05,0,7.96e-06,1.556e-05,2.403e-05,3.303e-05,4.404e-05,5.708e-05,7.446e-05,9.077e-05,0.0001352,0.0001862,0.0002123,0.0002581,0.0004749,0.0007127,-2.12e-05,-1.59e-05,-1.15e-05,-7.33e-06,-2.59e-06,3.996e-06,3.286e-05,5.124e-05,6.532e-05,7.56e-05,9.683e-05,0.0001685,0.0001987,0.0002526,0.000468,0.0007145,-2.03e-05,-1.57e-05,-1.15e-05,-7.19e-06,-1.8e-06,5.787e-06,1.933e-05,4.062e-05,5.436e-05,7.164e-05,8.723e-05,0.0001738,0.0002083,0.0002523,0.0005047,0.0007444,-2.03e-05,-1.46e-05,-1.01e-05,-6.08e-06,-2.16e-06,1.828e-06,6.055e-06,1.08e-05,1.678e-05,2.1e-05,3.123e-05,4.351e-05,5.001e-05,6.841e-05,0.0003616,0.000566,-3.38e-05,-2.95e-05,-2.62e-05,-2.31e-05,-2.02e-05,-1.73e-05,-1.42e-05,-1.08e-05,-6.41e-06,-3.18e-06,5.638e-06,1.744e-05,2.365e-05,3.495e-05,0.0001082,0.0002688,-3.969
76372,-6.19e-06,0,5.218e-06,1.031e-05,1.547e-05,2.102e-05,2.773e-05,3.676e-05,4.953e-05,6.111e-05,0.0001073,0.0001386,0.0001677,0.0002205,0.0004437,0.0006617,-1.95e-06,6.002e-06,1.252e-05,1.924e-05,2.656e-05,3.404e-05,4.316e-05,5.513e-05,7.307e-05,8.888e-05,0.0001265,0.0001983,0.0002279,0.0002858,0.0005519,0.0008218,2.113e-05,3.372e-05,4.601e-05,5.926e-05,7.155e-05,8.418e-05,9.938e-05,0.0001174,0.0001503,0.0001751,0.0002089,0.0002982,0.0003217,0.0003879,0.0006922,0.0009565,-2.7e-05,-2.27e-05,-1.89e-05,-1.51e-05,-1.1e-05,-6.2e-06,-2.75e-07,7.744e-06,2.051e-05,3.103e-05,6.411e-05,0.000106,0.0001306,0.0001718,0.0004267,0.0007026,-1.27e-05,-5.1e-06,1.317e-06,7.655e-06,1.502e-05,2.386e-05,3.395e-05,4.731e-05,6.87e-05,8.255e-05,0.0001153,0.0001936,0.0002289,0.0002903,0.0005782,0.0008725,-24.077
229132,-8.76e-06,0,8.582e-06,1.706e-05,2.522e-05,3.47e-05,4.47e-05,5.773e-05,7.476e-05,9.073e-05,0.0001389,0.0001829,0.0002091,0.0002576,0.0004924,0.0007112,-1.33e-05,-6.46e-06,1.644e-07,7.458e-06,1.573e-05,2.527e-05,3.645e-05,4.989e-05,6.901e-05,8.728e-05,0.0001141,0.0001726,0.0001986,0.0002443,0.0004662,0.000684,-2.12e-05,-1.51e-05,-1.03e-05,-6.01e-06,-1.35e-06,4.534e-06,1.364e-05,2.835e-05,4.838e-05,6.124e-05,8.213e-05,0.000158,0.0001888,0.0002387,0.0004712,0.0006957,-1.87e-05,-1.29e-05,-8.3e-06,-3.95e-06,2.673e-07,4.581e-06,9.368e-06,1.485e-05,2.185e-05,2.686e-05,4.053e-05,5.722e-05,7.445e-05,0.000159,0.0003951,0.0006115,-3.39e-05,-2.95e-05,-2.6e-05,-2.29e-05,-1.99e-05,-1.7e-05,-1.4e-05,-1.05e-05,-6.07e-06,-2.82e-06,5.333e-06,1.596e-05,2.109e-05,2.972e-05,0.000103,0.0002569,0.0
82036,-6.74e-06,0,5.832e-06,1.148e-05,1.749e-05,2.42e-05,3.173e-05,4.147e-05,5.689e-05,6.781e-05,0.0001069,0.0001559,0.0001844,0.0002302,0.0004563,0.0006717,-6.61e-06,1.861e-06,8.726e-06,1.562e-05,2.324e-05,3.172e-05,4.174e-05,5.397e-05,7.421e-05,8.851e-05,0.0001397,0.0001974,0.0002319,0.0002962,0.0005758,0.0008391,9.02e-06,2.451e-05,3.512e-05,4.754e-05,5.758e-05,7.241e-05,8.844e-05,0.000109,0.0001363,0.0001494,0.0002165,0.0002755,0.0003119,0.0003846,0.0006557,0.000955,-3.26e-05,-2.76e-05,-2.32e-05,-1.87e-05,-1.37e-05,-8.05e-06,-7.76e-07,9.106e-06,2.467e-05,3.729e-05,7.576e-05,0.000133,0.0001634,0.0002219,0.0005157,0.0008232,-2.59e-05,-1.94e-05,-1.41e-05,-9e-06,-3.22e-06,3.905e-06,1.242e-05,2.428e-05,4.226e-05,5.749e-05,0.0001029,0.0001651,0.0002039,0.0002655,0.0005565,0.0008452,-21.034
122488,-6.53e-06,0,5.145e-06,1.005e-05,1.52e-05,2.092e-05,2.769e-05,3.663e-05,5.056e-05,6.24e-05,9.782e-05,0.0001395,0.0001676,0.0002168,0.0004567,0.0006738,-2.95e-06,4.679e-06,1.128e-05,1.764e-05,2.431e-05,3.193e-05,4.13e-05,5.324e-05,7.035e-05,8.412e-05,0.000133,0.0001934,0.0002281,0.0002902,0.0005805,0.00086,1.725e-05,3.269e-05,4.652e-05,5.882e-05,7.258e-05,8.433e-05,0.0001021,0.0001209,0.0001596,0.0001697,0.0002394,0.0002759,0.0003278,0.0003868,0.0006913,0.0009993,-2.65e-05,-2.2e-05,-1.8e-05,-1.38e-05,-9.17e-06,-3.73e-06,3.231e-06,1.28e-05,2.849e-05,4.174e-05,8.102e-05,0.0001433,0.0001741,0.0002279,0.0005172,0.0008287,-1.04e-05,-3.03e-06,3.695e-06,1.082e-05,1.887e-05,2.854e-05,4.039e-05,5.601e-05,7.796e-05,9.592e-05,0.0001586,0.000214,0.0002502,0.0003189,0.0006145,0.0009234,-24.077
207900,-8.23e-06,0,7.684e-06,1.585e-05,2.408e-05,3.345e-05,4.393e-05,5.758e-05,7.428e-05,8.623e-05,0.0001244,0.0001869,0.0002167,0.0002589,0.0004805,0.0006903,-1.44e-05,-6.6e-06,1.067e-07,7.104e-06,1.52e-05,2.473e-05,3.544e-05,4.8e-05,6.47e-05,7.936e-05,0.0001396,0.0001723,0.0001998,0.0002474,0.0004624,0.0006741,-2.14e-05,-1.58e-05,-1.06e-05,-4.98e-06,7.575e-07,8.357e-06,2.387e-05,3.79e-05,5.7e-05,7.537e-05,0.000106,0.0001587,0.0001945,0.0002389,0.0004644,0.0006894,-1.89e-05,-1.28e-05,-7.91e-06,-3.42e-06,9.614e-07,5.553e-06,1.048e-05,1.601e-05,2.299e-05,2.799e-05,4.042e-05,5.708e-05,7.097e-05,0.0001603,0.000384,0.0006017,-3.44e-05,-2.99e-05,-2.63e-05,-2.32e-05,-2.03e-05,-1.73e-05,-1.42e-05,-1.08e-05,-6.36e-06,-3.1e-06,5.221e-06,1.571e-05,2.084e-05,2.953e-05,0.0001,0.0002529,0.0
109937,-4.23e-06,0,3.84e-06,7.802e-06,1.234e-05,1.801e-05,2.522e-05,3.498e-05,5.026e-05,6.095e-05,8.621e-05,0.0001154,0.0001298,0.0001531,0.0003239,0.0005149,-1.25e-05,-7.25e-06,-1.88e-06,4.137e-06,1.057e-05,1.787e-05,2.624e-05,3.52e-05,4.819e-05,5.718e-05,7.981e-05,0.0001181,0.0001436,0.0001901,0.0004793,0.000736,4.185e-05,5.258e-05,6.41e-05,7.588e-05,8.696e-05,9.866e-05,0.0001146,0.0001306,0.0001586,0.0001862,0.0002486,0.000288,0.0003134,0.0003746,0.000635,0.0008779,-5.7e-06,2.595e-07,5.525e-06,1.069e-05,1.61e-05,2.206e-05,2.915e-05,3.804e-05,5.172e-05,6.229e-05,9.741e-05,0.0001398,0.0001644,0.0002122,0.0004814,0.0007531,2.063e-05,3.077e-05,3.928e-05,4.84e-05,5.731e-05,6.647e-05,7.786e-05,9.253e-05,0.0001126,0.0001259,0.0001558,0.0002318,0.0002631,0.000317,0.0005785,0.0008241,-41.01
29741,-4.35e-06,0,3.543e-06,6.924e-06,1.042e-05,1.433e-05,1.916e-05,2.612e-05,4.077e-05,5.436e-05,7.522e-05,0.0001003,0.0001117,0.0001326,0.0002894,0.0004603,-1.61e-05,-1.12e-05,-6.09e-06,-2.06e-07,6.849e-06,1.392e-05,2.162e-05,3.14e-05,4.438e-05,5.471e-05,8.002e-05,0.0001122,0.0001372,0.0001988,0.0004517,0.0006779,3.143e-05,5.069e-05,6.003e-05,7.026e-05,8.332e-05,9.504e-05,0.0001114,0.0001268,0.0001508,0.0001872,0.0002248,0.0002753,0.0003022,0.0003699,0.0006205,0.0008571,-1.23e-05,-6.61e-06,-1.58e-06,3.335e-06,8.494e-06,1.44e-05,2.161e-05,3.085e-05,4.452e-05,5.649e-05,8.722e-05,0.0001333,0.0001565,0.0002026,0.0004443,0.0006931,1.638e-05,2.728e-05,3.643e-05,4.563e-05,5.508e-05,6.484e-05,7.666e-05,9.129e-05,0.0001131,0.0001273,0.0001784,0.0002259,0.0002584,0.0003131,0.0005512,0.0007853,-39.4
114632,-8.94e-06,0,7.49e-06,1.495e-05,2.319e-05,3.193e-05,4.208e-05,5.616e-05,7.565e-05,9.007e-05,0.0001143,0.0001741,0.0001979,0.0002536,0.0004647,0.0006432,-1.37e-05,-6.27e-06,6.707e-07,7.934e-06,1.629e-05,2.693e-05,3.861e-05,5.196e-05,7.026e-05,8.703e-05,0.0001263,0.0001733,0.0001939,0.0002462,0.0004639,0.0006427,-2.39e-05,-1.86e-05,-1.42e-05,-9.82e-06,-4.84e-06,1.47e-06,1.135e-05,3.368e-05,5.127e-05,6.482e-05,0.0001215,0.000154,0.000187,0.0002369,0.0004628,0.0006555,-1.85e-05,-1.3e-05,-8.43e-06,-4.25e-06,-2.08e-07,3.917e-06,8.296e-06,1.32e-05,1.938e-05,2.372e-05,3.431e-05,4.792e-05,5.591e-05,0.000147,0.000384,0.0005599,-3.73e-05,-3.31e-05,-2.99e-05,-2.69e-05,-2.42e-05,-2.14e-05,-1.85e-05,-1.51e-05,-1.07e-05,-7.48e-06,1.514e-06,1.308e-05,1.924e-05,3.07e-05,0.0001114,0.000267,0.0
