Row,PAr10,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PAr100,PAf95,PAf90,PAf80,PAf40,PAf20,PBr10,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PBr100,PBf95,PBf90,PBf80,PBf40,PBf20,PCr10,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PCr100,PCf95,PCf90,PCf80,PCf40,PCf20,PDr10,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PDr100,PDf95,PDf90,PDf80,PDf40,PDf20,PFr10,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,PFr100,PFf95,PFf90,PFf80,PFf40,PFf20,y
9146,-7.75e-06,0,6.23e-06,1.195e-05,1.775e-05,2.394e-05,3.145e-05,4.11e-05,5.558e-05,6.796e-05,9.798e-05,0.0001531,0.0001832,0.0002342,0.0004747,0.0007062,-7.91e-06,8.319e-07,7.995e-06,1.49e-05,2.214e-05,3.008e-05,3.944e-05,5.26e-05,7.146e-05,8.647e-05,0.0001339,0.0001943,0.000234,0.0002904,0.0005677,0.0008463,1.427e-05,2.705e-05,3.898e-05,5.01e-05,6.285e-05,7.726e-05,9.179e-05,0.0001131,0.0001385,0.0001564,0.0002275,0.000272,0.0003198,0.0003808,0.0006987,0.0010014,-2.85e-05,-2.41e-05,-2.03e-05,-1.67e-05,-1.28e-05,-8.37e-06,-2.88e-06,4.661e-06,1.728e-05,2.848e-05,6.118e-05,0.0001076,0.0001326,0.0001785,0.0004307,0.0007075,-2.16e-05,-1.63e-05,-1.17e-05,-7.2e-06,-2.27e-06,3.428e-06,1.026e-05,2e-05,3.518e-05,4.966e-05,9.238e-05,0.0001533,0.0001889,0.0002483,0.0005357,0.0008248,-21.034
92892,-8.59e-06,0,7.636e-06,1.53e-05,2.277e-05,3.112e-05,4.171e-05,5.659e-05,7.474e-05,8.713e-05,0.0001283,0.00017,0.0002095,0.0002518,0.0004643,0.0006447,-1.42e-05,-6.9e-06,2.545e-07,8.22e-06,1.676e-05,2.751e-05,3.846e-05,5.045e-05,6.743e-05,8.69e-05,0.0001395,0.0001777,0.0002,0.0002523,0.0004649,0.0006517,-2.37e-05,-1.75e-05,-1.21e-05,-7.08e-06,-1.39e-06,6.293e-06,1.796e-05,3.359e-05,5.025e-05,5.943e-05,9.951e-05,0.0001685,0.0001902,0.0002436,0.0004685,0.0006906,-1.76e-05,-1.19e-05,-7.43e-06,-3.36e-06,5.469e-07,4.536e-06,8.776e-06,1.357e-05,1.974e-05,2.4e-05,3.471e-05,4.702e-05,5.383e-05,7.244e-05,0.0003656,0.0005645,-3.56e-05,-3.14e-05,-2.81e-05,-2.52e-05,-2.25e-05,-1.97e-05,-1.68e-05,-1.34e-05,-8.97e-06,-5.62e-06,3.511e-06,1.558e-05,2.208e-05,3.449e-05,0.000116,0.0002876,0.0
96563,-4.45e-06,0,4.074e-06,8.386e-06,1.332e-05,1.935e-05,2.721e-05,3.781e-05,5.351e-05,6.577e-05,9.647e-05,0.0001271,0.0001409,0.0001695,0.0003583,0.0005497,-8.94e-06,-3.68e-06,1.709e-06,7.558e-06,1.399e-05,2.1e-05,2.881e-05,3.837e-05,5.073e-05,6.095e-05,8.847e-05,0.0001172,0.0001375,0.0001884,0.0004665,0.0007024,4.507e-05,5.737e-05,6.988e-05,8.004e-05,9.328e-05,0.0001047,0.0001191,0.0001409,0.0001648,0.0001817,0.000222,0.0002735,0.0003281,0.0003732,0.0006466,0.0008835,-1.06e-05,-4.83e-06,1.877e-07,5.277e-06,1.085e-05,1.712e-05,2.448e-05,3.495e-05,5.044e-05,6.172e-05,0.0001004,0.0001558,0.0001841,0.0002392,0.0005278,0.0008182,2.168e-05,3.223e-05,4.13e-05,5.061e-05,5.992e-05,7.035e-05,8.325e-05,9.886e-05,0.0001205,0.000137,0.0001844,0.0002466,0.000276,0.0003315,0.000592,0.0008334,-36.116
28767,-4.53e-06,0,4.11e-06,8.509e-06,1.376e-05,2.039e-05,2.888e-05,4.068e-05,5.681e-05,6.86e-05,9.786e-05,0.0001325,0.0001484,0.0001738,0.000359,0.0005751,-8.25e-06,-2.3e-06,4.078e-06,1.129e-05,1.856e-05,2.615e-05,3.476e-05,4.466e-05,5.806e-05,6.928e-05,9.866e-05,0.0001414,0.0001665,0.0002221,0.0005213,0.0008041,4.393e-05,5.688e-05,6.783e-05,7.846e-05,8.951e-05,0.0001014,0.0001171,0.0001328,0.000158,0.0001749,0.0002242,0.0002902,0.0003301,0.0003902,0.0006956,0.0009697,-2.86e-06,3.039e-06,8.255e-06,1.337e-05,1.877e-05,2.499e-05,3.244e-05,4.221e-05,5.684e-05,6.91e-05,0.0001106,0.000154,0.0001837,0.0002363,0.0005192,0.0008111,2.374e-05,3.392e-05,4.253e-05,5.112e-05,5.98e-05,6.971e-05,8.094e-05,9.557e-05,0.0001163,0.0001324,0.0001762,0.000237,0.0002694,0.0003283,0.0006059,0.0008907,-41.01
102615,-4.27e-06,0,3.59e-06,7.118e-06,1.091e-05,1.524e-05,2.054e-05,2.806e-05,3.918e-05,4.768e-05,7.15e-05,9.307e-05,0.0001072,0.0001284,0.0003257,0.0005148,-9.71e-06,-4.99e-06,-5.48e-07,4.253e-06,9.882e-06,1.635e-05,2.381e-05,3.278e-05,4.506e-05,5.377e-05,7.79e-05,0.0001075,0.0001429,0.0002045,0.0004736,0.0006999,4.305e-05,5.642e-05,6.762e-05,7.913e-05,8.737e-05,0.0001009,0.0001209,0.0001388,0.0001589,0.0001836,0.0002507,0.000299,0.0003153,0.0003801,0.0006485,0.0009109,-9.99e-06,-4.54e-06,2.739e-07,4.995e-06,1.001e-05,1.57e-05,2.252e-05,3.123e-05,4.413e-05,5.56e-05,8.19e-05,0.0001331,0.000157,0.0002045,0.0004549,0.0007005,1.878e-05,3.004e-05,3.869e-05,4.754e-05,5.646e-05,6.555e-05,7.892e-05,9.377e-05,0.0001134,0.0001294,0.0001699,0.0002328,0.0002633,0.0003187,0.0005718,0.000807,-36.116
37154,-8.24e-06,0,6.668e-06,1.324e-05,1.987e-05,2.742e-05,3.587e-05,4.674e-05,6.48e-05,7.97e-05,0.0001124,0.000168,0.0001945,0.0002494,0.0004783,0.0006978,-9.69e-06,-2.26e-06,4.112e-06,1.026e-05,1.672e-05,2.452e-05,3.404e-05,4.526e-05,6.297e-05,8.02e-05,0.0001244,0.0001697,0.0002002,0.000249,0.0004813,0.0006942,-1.06e-05,-4.27e-07,7.832e-06,1.596e-05,2.49e-05,3.411e-05,4.597e-05,5.849e-05,8.224e-05,0.0001083,0.0001636,0.000198,0.0002383,0.0002904,0.0005247,0.0007549,-1.99e-05,-1.43e-05,-1e-05,-6.37e-06,-2.88e-06,5.678e-07,4.151e-06,8.128e-06,1.308e-05,1.654e-05,2.525e-05,3.483e-05,3.954e-05,4.796e-05,0.0002438,0.0004533,-3.42e-05,-3.03e-05,-2.72e-05,-2.44e-05,-2.17e-05,-1.89e-05,-1.59e-05,-1.23e-05,-7.58e-06,-3.98e-06,6.057e-06,2.11e-05,3.15e-05,5.56e-05,0.0001615,0.0003464,-9.988
121722,-7.43e-06,0,5.861e-06,1.149e-05,1.735e-05,2.35e-05,3.13e-05,4.109e-05,5.523e-05,7.072e-05,9.827e-05,0.0001496,0.0001809,0.0002328,0.0004519,0.0006593,-6.45e-06,1.31e-06,8.439e-06,1.523e-05,2.285e-05,3.109e-05,4.07e-05,5.429e-05,7.405e-05,9.015e-05,0.0001334,0.0001956,0.0002343,0.0002902,0.0005605,0.0007825,8.843e-06,2.347e-05,3.477e-05,4.519e-05,5.881e-05,7.01e-05,8.744e-05,0.0001087,0.000133,0.0001553,0.0002086,0.0002753,0.0003258,0.0003764,0.0006538,0.0008968,-3.3e-05,-2.83e-05,-2.43e-05,-2.03e-05,-1.6e-05,-1.11e-05,-5.27e-06,2.74e-06,1.53e-05,2.615e-05,6.067e-05,0.0001003,0.0001258,0.0001698,0.0004263,0.000678,-2.64e-05,-2.06e-05,-1.55e-05,-1.07e-05,-5.38e-06,6.856e-07,8.019e-06,1.833e-05,3.464e-05,4.858e-05,8.787e-05,0.000145,0.0001808,0.0002396,0.0005186,0.0007624,-21.034
144501,-8.68e-06,0,7.044e-06,1.407e-05,2.149e-05,2.982e-05,4.018e-05,5.249e-05,7.091e-05,8.501e-05,0.0001271,0.0001676,0.0002038,0.0002562,0.0004701,0.000681,-1.73e-05,-1.18e-05,-6.99e-06,-2.01e-06,4.012e-06,1.363e-05,3.822e-05,5.454e-05,7.078e-05,8.378e-05,0.0001287,0.0001775,0.0002038,0.0002574,0.0004699,0.0006761,-2.05e-05,-1.53e-05,-1.06e-05,-5.21e-06,2.578e-06,1.488e-05,3.066e-05,4.63e-05,6.407e-05,8.364e-05,0.0001327,0.0001634,0.0002077,0.0002628,0.0004967,0.0006914,-2.1e-05,-1.56e-05,-1.13e-05,-7.49e-06,-3.81e-06,-9.82e-08,3.792e-06,8.085e-06,1.333e-05,1.692e-05,2.55e-05,3.605e-05,4.104e-05,4.972e-05,0.0003052,0.0005012,-3.48e-05,-3.09e-05,-2.8e-05,-2.53e-05,-2.26e-05,-1.99e-05,-1.69e-05,-1.35e-05,-8.94e-06,-5.48e-06,3.905e-06,1.703e-05,2.554e-05,4.148e-05,0.000122,0.0002922,-3.969
50863,-8.86e-06,0,6.821e-06,1.327e-05,1.987e-05,2.727e-05,3.638e-05,4.8e-05,6.261e-05,7.623e-05,0.000131,0.0001664,0.0001968,0.0002434,0.0004592,0.0006696,-8.65e-06,-1.13e-06,5.242e-06,1.176e-05,1.885e-05,2.726e-05,3.732e-05,4.889e-05,6.588e-05,8.02e-05,0.0001278,0.0001694,0.0002017,0.0002468,0.0004529,0.0006857,-1.22e-05,3.224e-06,1.212e-05,1.907e-05,2.671e-05,4.121e-05,5.219e-05,6.635e-05,8.581e-05,0.0001242,0.0001454,0.0001906,0.0002383,0.0002892,0.0005296,0.0007324,-2e-05,-1.48e-05,-1.08e-05,-7.37e-06,-4.09e-06,-8.5e-07,2.534e-06,6.318e-06,1.109e-05,1.443e-05,2.304e-05,3.219e-05,3.678e-05,4.499e-05,0.0002337,0.0004489,-3.31e-05,-2.92e-05,-2.62e-05,-2.35e-05,-2.08e-05,-1.81e-05,-1.51e-05,-1.15e-05,-6.87e-06,-3.38e-06,6.248e-06,1.957e-05,2.774e-05,4.61e-05,0.0001475,0.0003258,-9.988
29047,-7.93e-06,0,6.583e-06,1.268e-05,1.892e-05,2.622e-05,3.431e-05,4.444e-05,6.241e-05,7.587e-05,0.0001184,0.0001632,0.0001961,0.0002398,0.0004757,0.0006834,-8.88e-06,-6.83e-07,6.379e-06,1.373e-05,2.116e-05,2.933e-05,3.984e-05,5.423e-05,7.262e-05,8.658e-05,0.0001352,0.0001872,0.0002142,0.0002635,0.0005115,0.0007281,-9.67e-06,3.842e-06,1.201e-05,2.063e-05,2.916e-05,3.916e-05,5.672e-05,7.135e-05,9.551e-05,0.0001144,0.0001672,0.0001875,0.0002311,0.0002956,0.0005607,0.0007517,-2.23e-05,-1.77e-05,-1.42e-05,-1.1e-05,-7.99e-06,-4.88e-06,-1.51e-06,2.41e-06,7.68e-06,1.164e-05,2.4e-05,4.82e-05,7.667e-05,0.0001163,0.0003266,0.0005458,-3.32e-05,-2.94e-05,-2.64e-05,-2.36e-05,-2.09e-05,-1.81e-05,-1.5e-05,-1.12e-05,-6.16e-06,-2.2e-06,1.04e-05,3.443e-05,5.558e-05,8.272e-05,0.0002193,0.0004182,-9.988
118615,-7.69e-06,0,6.618e-06,1.302e-05,1.986e-05,2.743e-05,3.586e-05,4.711e-05,6.548e-05,7.953e-05,0.0001319,0.0001743,0.0001974,0.0002394,0.0004737,0.0006788,-8.13e-06,-4.63e-07,6.196e-06,1.291e-05,2.014e-05,2.825e-05,3.774e-05,5.234e-05,7.108e-05,8.827e-05,0.0001271,0.0001754,0.0002147,0.0002653,0.0004955,0.0007135,-7.44e-06,3.204e-06,1.226e-05,1.991e-05,2.928e-05,3.866e-05,5.135e-05,6.816e-05,9.432e-05,0.0001126,0.0001455,0.0002118,0.0002438,0.0002964,0.000519,0.0007764,-2.17e-05,-1.68e-05,-1.31e-05,-9.93e-06,-6.85e-06,-3.76e-06,-4.76e-07,3.279e-06,8.215e-06,1.187e-05,2.232e-05,3.625e-05,4.671e-05,9.316e-05,0.000297,0.0005052,-3.31e-05,-2.94e-05,-2.64e-05,-2.37e-05,-2.1e-05,-1.82e-05,-1.52e-05,-1.15e-05,-6.56e-06,-2.77e-06,8.725e-06,2.94e-05,4.748e-05,7.548e-05,0.000207,0.0003981,-9.988
63998,-8.49e-06,0,7.789e-06,1.599e-05,2.44e-05,3.295e-05,4.262e-05,5.538e-05,7.306e-05,8.745e-05,0.0001118,0.0001804,0.0002016,0.0002579,0.000478,0.0006763,-2.08e-05,-1.59e-05,-1.16e-05,-7.58e-06,-3.18e-06,2.602e-06,3.6e-05,4.98e-05,6.403e-05,7.407e-05,0.000123,0.0001677,0.0001989,0.0002501,0.0004662,0.0006491,-1.98e-05,-1.48e-05,-1.04e-05,-6.04e-06,-1.01e-06,5.623e-06,2.792e-05,4.551e-05,5.887e-05,7.045e-05,0.000123,0.000168,0.000209,0.0002497,0.0004854,0.0006859,-2.11e-05,-1.55e-05,-1.12e-05,-7.23e-06,-3.35e-06,5.924e-07,4.788e-06,9.444e-06,1.523e-05,1.932e-05,3.025e-05,4.226e-05,4.86e-05,6.266e-05,0.0003438,0.0005455,-3.4e-05,-2.98e-05,-2.65e-05,-2.36e-05,-2.07e-05,-1.78e-05,-1.48e-05,-1.13e-05,-6.87e-06,-3.59e-06,4.655e-06,1.614e-05,2.239e-05,3.338e-05,0.0001015,0.0002586,-3.969
92245,-8.22e-06,0,6.491e-06,1.25e-05,1.89e-05,2.646e-05,3.561e-05,4.728e-05,6.508e-05,8.052e-05,0.0001206,0.0001695,0.000195,0.0002477,0.0004719,0.000693,-1.01e-05,-2.67e-06,3.903e-06,1.035e-05,1.726e-05,2.494e-05,3.524e-05,4.804e-05,6.657e-05,8.342e-05,0.0001326,0.0001702,0.0002029,0.0002517,0.0004826,0.0007019,-1.32e-05,-1.51e-06,9.131e-06,1.768e-05,2.729e-05,3.554e-05,4.674e-05,6.416e-05,9.157e-05,0.0001146,0.0001598,0.0002068,0.0002297,0.0002881,0.0005266,0.0007561,-2.11e-05,-1.58e-05,-1.17e-05,-8.26e-06,-4.95e-06,-1.68e-06,1.744e-06,5.578e-06,1.043e-05,1.386e-05,2.221e-05,3.288e-05,3.816e-05,4.851e-05,0.0002728,0.0004674,-3.47e-05,-3.09e-05,-2.78e-05,-2.51e-05,-2.25e-05,-1.97e-05,-1.68e-05,-1.32e-05,-8.47e-06,-4.79e-06,6.219e-06,2.179e-05,3.35e-05,5.794e-05,0.0001693,0.0003574,-9.988
100454,-7.03e-06,0,6.022e-06,1.201e-05,1.813e-05,2.485e-05,3.24e-05,4.267e-05,5.893e-05,7.014e-05,0.0001053,0.0001551,0.0001863,0.0002349,0.0004736,0.0006933,-7.52e-06,1.249e-06,8.285e-06,1.493e-05,2.238e-05,3.065e-05,4.1e-05,5.561e-05,7.51e-05,9.174e-05,0.0001413,0.0001983,0.000235,0.0002953,0.0005757,0.0008309,5.367e-06,1.908e-05,3.126e-05,4.216e-05,5.372e-05,6.862e-05,8.343e-05,0.0001017,0.0001275,0.0001478,0.0001845,0.0002605,0.0003085,0.0003799,0.0006746,0.0009661,-3.39e-05,-2.9e-05,-2.49e-05,-2.09e-05,-1.66e-05,-1.17e-05,-5.77e-06,2.38e-06,1.553e-05,2.618e-05,6.696e-05,0.0001102,0.0001359,0.0001853,0.0004535,0.0007204,-2.98e-05,-2.45e-05,-1.99e-05,-1.55e-05,-1.09e-05,-5.72e-06,7.498e-07,9.862e-06,2.386e-05,3.689e-05,8.536e-05,0.0001394,0.0001733,0.0002321,0.0005067,0.0007725,-21.034
40900,-9.46e-06,0,8.631e-06,1.613e-05,2.363e-05,3.273e-05,4.34e-05,5.613e-05,7.449e-05,8.669e-05,0.0001345,0.0001785,0.0002131,0.0002553,0.0004808,0.0006995,-1.42e-05,-6.34e-06,1.105e-06,8.433e-06,1.637e-05,2.592e-05,3.684e-05,5.022e-05,6.888e-05,8.154e-05,0.0001129,0.0001765,0.0001994,0.0002473,0.0004684,0.000674,-2.14e-05,-1.57e-05,-1.06e-05,-5.66e-06,-4.73e-07,6.038e-06,1.674e-05,3.611e-05,5.57e-05,6.864e-05,8.893e-05,0.0001683,0.0001897,0.0002423,0.0004811,0.000691,-1.7e-05,-1.09e-05,-6.14e-06,-1.73e-06,2.638e-06,7.129e-06,1.198e-05,1.758e-05,2.487e-05,3.005e-05,4.253e-05,6.171e-05,0.0001433,0.0001886,0.0004047,0.0006154,-3.56e-05,-3.1e-05,-2.74e-05,-2.42e-05,-2.12e-05,-1.83e-05,-1.52e-05,-1.17e-05,-7.35e-06,-4.15e-06,4.138e-06,1.448e-05,1.953e-05,2.799e-05,0.000101,0.0002549,0.0
123851,-7.65e-06,0,6.108e-06,1.203e-05,1.815e-05,2.47e-05,3.239e-05,4.156e-05,5.524e-05,6.77e-05,0.0001131,0.000158,0.0001885,0.0002376,0.0004789,0.0006988,-8.1e-06,-4.28e-09,7.091e-06,1.429e-05,2.174e-05,2.997e-05,4.008e-05,5.304e-05,7.14e-05,8.598e-05,0.0001227,0.0001946,0.0002274,0.0002862,0.0005587,0.0008188,7.154e-06,1.893e-05,3.044e-05,4.3e-05,5.42e-05,6.59e-05,8.314e-05,0.0001019,0.0001306,0.0001462,0.0002115,0.0002631,0.0003065,0.000362,0.0006712,0.0009695,-3.37e-05,-2.92e-05,-2.55e-05,-2.21e-05,-1.86e-05,-1.48e-05,-1.03e-05,-4.4e-06,5.005e-06,1.383e-05,4.596e-05,8.543e-05,0.0001084,0.0001478,0.0003929,0.0006546,-2.95e-05,-2.44e-05,-2.01e-05,-1.61e-05,-1.2e-05,-7.54e-06,-2.08e-06,5.29e-06,1.762e-05,2.986e-05,6.756e-05,0.000124,0.0001546,0.0002124,0.0004815,0.0007526,-21.034
102558,-8.31e-06,0,7.049e-06,1.378e-05,2.035e-05,2.773e-05,3.686e-05,4.822e-05,6.604e-05,7.96e-05,0.0001229,0.0001653,0.0001942,0.000241,0.0004946,0.0007388,-6.31e-06,3.311e-06,1.162e-05,1.994e-05,2.885e-05,3.924e-05,5.105e-05,6.59e-05,8.761e-05,0.0001047,0.0001469,0.0002195,0.0002583,0.0003249,0.0006333,0.0009469,9.748e-06,2.43e-05,3.575e-05,4.768e-05,6.112e-05,7.574e-05,9.084e-05,0.0001112,0.000139,0.0001556,0.0001989,0.0002807,0.0003172,0.000392,0.0007109,0.0010449,-2.74e-05,-2.23e-05,-1.79e-05,-1.36e-05,-9.22e-06,-4.1e-06,2.109e-06,1.017e-05,2.299e-05,3.383e-05,7.012e-05,0.000115,0.0001428,0.0001965,0.0004993,0.0008013,-2.87e-05,-2.32e-05,-1.85e-05,-1.41e-05,-9.49e-06,-4.33e-06,1.919e-06,1.017e-05,2.282e-05,3.419e-05,7.412e-05,0.0001305,0.0001667,0.0002309,0.0005324,0.0008345,-17.992
87080,-7.53e-06,0,5.804e-06,1.177e-05,1.774e-05,2.468e-05,3.248e-05,4.211e-05,5.532e-05,6.448e-05,0.0001184,0.0001612,0.00019,0.0002412,0.0004584,0.0006738,-5.74e-06,2.169e-06,1.005e-05,1.83e-05,2.583e-05,3.39e-05,4.404e-05,5.727e-05,7.578e-05,9.229e-05,0.0001536,0.000203,0.000243,0.0002952,0.0005666,0.000805,1.349e-05,3.373e-05,4.362e-05,5.354e-05,7.215e-05,8.118e-05,0.0001049,0.0001146,0.0001471,0.0002087,0.0002496,0.0002884,0.0003102,0.0003801,0.0006498,0.0008844,-2.68e-05,-2.19e-05,-1.75e-05,-1.31e-05,-8.42e-06,-3.11e-06,3.78e-06,1.242e-05,2.5e-05,3.552e-05,7.128e-05,0.000111,0.0001363,0.0001861,0.0004624,0.0007391,-2.25e-05,-1.67e-05,-1.14e-05,-6.29e-06,-8.24e-07,5.355e-06,1.275e-05,2.263e-05,3.762e-05,4.948e-05,8.488e-05,0.0001538,0.0001845,0.0002467,0.0005335,0.000788,-19.7
22500,-5.24e-06,0,3.721e-06,6.912e-06,9.945e-06,1.307e-05,1.655e-05,2.085e-05,2.766e-05,3.462e-05,6.358e-05,8.44e-05,9.553e-05,0.000114,0.0003155,0.0005417,-1.81e-05,-1.33e-05,-9.04e-06,-4.36e-06,1.185e-06,7.898e-06,1.559e-05,2.481e-05,3.764e-05,4.646e-05,7.718e-05,0.0001056,0.0001394,0.0002011,0.0004539,0.0007052,3.633e-05,4.863e-05,5.813e-05,6.943e-05,8.16e-05,9.154e-05,0.0001056,0.0001217,0.0001459,0.0001741,0.0002291,0.0002733,0.0003186,0.0003735,0.0006453,0.0009014,-1.52e-05,-1e-05,-5.56e-06,-1.12e-06,3.525e-06,8.793e-06,1.528e-05,2.367e-05,3.581e-05,4.597e-05,7.158e-05,0.0001166,0.0001401,0.0001817,0.0004159,0.000677,1.376e-05,2.296e-05,3.117e-05,3.973e-05,4.934e-05,5.905e-05,7.082e-05,8.538e-05,0.0001061,0.0001219,0.0001531,0.0002213,0.0002532,0.0003105,0.0005691,0.0008318,-39.4
10131,-6.73e-06,0,5.534e-06,1.086e-05,1.642e-05,2.251e-05,2.95e-05,3.829e-05,5.202e-05,6.597e-05,9.124e-05,0.000149,0.0001758,0.0002289,0.0004615,0.000678,-8.86e-06,-6.31e-07,5.943e-06,1.213e-05,1.885e-05,2.62e-05,3.509e-05,4.643e-05,6.322e-05,7.849e-05,0.000136,0.0001817,0.0002164,0.0002776,0.0005513,0.0008039,1.382e-05,2.637e-05,4.062e-05,5.271e-05,6.338e-05,7.602e-05,8.921e-05,0.0001107,0.0001335,0.0001586,0.0002136,0.0002786,0.0003114,0.0003823,0.0006723,0.0009699,-2.88e-05,-2.44e-05,-2.06e-05,-1.68e-05,-1.28e-05,-8.26e-06,-2.67e-06,4.802e-06,1.671e-05,2.664e-05,5.364e-05,9.86e-05,0.0001213,0.0001629,0.0004087,0.0006696,-1.89e-05,-1.23e-05,-6.84e-06,-1.31e-06,4.738e-06,1.189e-05,2.118e-05,3.377e-05,5.204e-05,6.801e-05,0.0001144,0.0001798,0.000214,0.0002757,0.000568,0.000826,-24.077
43692,-4.8e-06,0,4.449e-06,9.275e-06,1.496e-05,2.204e-05,3.133e-05,4.33e-05,6.044e-05,7.337e-05,0.0001118,0.0001437,0.0001591,0.0001869,0.0003684,0.0005736,-7.94e-06,-1.76e-06,4.99e-06,1.176e-05,1.857e-05,2.602e-05,3.437e-05,4.393e-05,5.694e-05,6.759e-05,9.665e-05,0.0001374,0.0001578,0.0002033,0.0004981,0.0008047,4.384e-05,5.881e-05,6.921e-05,7.965e-05,9.127e-05,0.0001027,0.0001195,0.0001382,0.0001621,0.00018,0.0002318,0.0002889,0.0003228,0.0003734,0.0006781,0.0009653,-2.72e-06,3.488e-06,8.799e-06,1.41e-05,1.992e-05,2.65e-05,3.419e-05,4.401e-05,5.862e-05,7.082e-05,0.0001014,0.000166,0.0001962,0.0002521,0.0005534,0.000895,2.383e-05,3.511e-05,4.435e-05,5.306e-05,6.262e-05,7.228e-05,8.44e-05,9.907e-05,0.0001218,0.0001387,0.0001774,0.0002458,0.0002765,0.0003368,0.0006143,0.0009249,-41.01
62097,-4.93e-06,0,4.491e-06,9.239e-06,1.477e-05,2.191e-05,3.101e-05,4.234e-05,5.87e-05,7.088e-05,0.0001058,0.0001419,0.0001583,0.0001901,0.0003806,0.0005664,-8.67e-06,-3.15e-06,2.472e-06,8.303e-06,1.445e-05,2.124e-05,2.927e-05,3.922e-05,5.263e-05,6.267e-05,8.74e-05,0.0001191,0.0001372,0.0001884,0.0004663,0.0007153,4.026e-05,5.445e-05,6.604e-05,7.739e-05,9.003e-05,0.0001013,0.0001179,0.0001366,0.0001664,0.0001806,0.000245,0.0002895,0.0003281,0.0003841,0.0006374,0.0009133,-1.25e-05,-7.02e-06,-2.11e-06,2.908e-06,8.47e-06,1.519e-05,2.33e-05,3.386e-05,4.946e-05,6.312e-05,0.0001066,0.0001639,0.0001999,0.0002591,0.0005623,0.0008739,2.038e-05,3.179e-05,4.133e-05,5.07e-05,6.087e-05,7.16e-05,8.481e-05,0.0001011,0.0001252,0.0001456,0.000193,0.0002476,0.0002833,0.0003422,0.0006061,0.0008711,-36.116
30884,-5.99e-06,0,5.252e-06,1.041e-05,1.554e-05,2.089e-05,2.686e-05,3.449e-05,4.619e-05,5.65e-05,9.265e-05,0.0001427,0.0001691,0.0002151,0.0004446,0.0006537,-7.22e-06,6.044e-07,7.232e-06,1.356e-05,2.009e-05,2.78e-05,3.68e-05,4.846e-05,6.611e-05,8.255e-05,0.000119,0.0001824,0.0002138,0.0002765,0.0005509,0.0008007,2.294e-05,3.746e-05,4.956e-05,5.882e-05,7.422e-05,8.201e-05,0.0001053,0.0001202,0.0001505,0.0001685,0.0002326,0.0002667,0.0003168,0.000376,0.0006615,0.000949,-2.62e-05,-2.19e-05,-1.81e-05,-1.42e-05,-9.95e-06,-4.87e-06,1.459e-06,9.815e-06,2.351e-05,3.512e-05,6.545e-05,0.000113,0.0001385,0.0001825,0.0004335,0.0007113,-9.9e-06,-2.38e-06,4.201e-06,1.118e-05,1.821e-05,2.706e-05,3.838e-05,5.227e-05,7.209e-05,8.969e-05,0.0001294,0.0002044,0.0002396,0.0002975,0.0005833,0.0008839,-24.077
47209,-8.33e-06,0,6.463e-06,1.259e-05,1.896e-05,2.582e-05,3.402e-05,4.558e-05,6.44e-05,7.731e-05,0.0001175,0.0001627,0.0001963,0.0002386,0.0004661,0.0006809,-9.46e-06,-1.2e-06,5.78e-06,1.249e-05,1.962e-05,2.804e-05,3.835e-05,5.176e-05,7.001e-05,8.439e-05,0.0001319,0.0001817,0.0002122,0.0002588,0.0004921,0.0007014,-9.51e-06,2.171e-06,1.175e-05,2.027e-05,2.966e-05,4.002e-05,5.099e-05,6.535e-05,9.183e-05,0.0001114,0.0001655,0.000223,0.0002409,0.0003053,0.0005406,0.0007432,-2.32e-05,-1.84e-05,-1.47e-05,-1.15e-05,-8.41e-06,-5.28e-06,-1.93e-06,1.918e-06,6.997e-06,1.076e-05,2.156e-05,3.874e-05,5.622e-05,0.0001034,0.0003155,0.0005119,-3.45e-05,-3.07e-05,-2.77e-05,-2.5e-05,-2.23e-05,-1.95e-05,-1.64e-05,-1.27e-05,-7.66e-06,-3.75e-06,7.96e-06,3.135e-05,5.104e-05,7.789e-05,0.0002126,0.0004113,-9.988
